"Order","Desc","Mile","DTN","DTP","NW","Elev","LPL","HPL","Comment","Link","index","Type","Other"
"59","Wolfsville Rd","1057.3","0.2","0.1","","1345","1343","1414","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Wolfsville-Rd/39.630/-77.559/3","12","W",""
"60","Ensign Cowall","1057.5","0.5","0.2","","1387","1318","1387","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Ensign-Cowall/39.631/-77.556/3","12","W","X"
"61","Appalachian Trl","1058.0","1.2","0.5","","1522","1387","1532","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/39.632/-77.553/3","12","W","S"
"62","Smithsburg MD 21783","1059.2","0.0","1.2","","1597","1522","1702","39.650000 -77.570000","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Smithsburg-MD-21783/39.637/-77.542/3","12","W","X"
"63","State Hwy 77","1059.2","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/State-Hwy-77/39.637/-77.542/3","12","W","R X"
"64","Appalachian Trl","1060.3","0.5","1.1","","1348","1299","1653","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/39.651/-77.542/3","12","W","R X"
"65","Warner Gap Rd","1060.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Warner-Gap-Rd/39.656/-77.539/3","12","W",""
"66","Warner Hollow Rd","1060.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Warner-Hollow-Rd/39.656/-77.539/3","12","W",""
"67","Warner Gap Hollow","1060.8","0.7","0.0","","1158","1158","1368","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Warner-Gap-Hollow/39.655/-77.539/3","12","W",""
"68","Little Antietam Creek","1061.5","0.0","0.7","","1076","1076","1076","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Little-Antietam-Creek/39.664/-77.535/3","12","W","X"
"69","Raven Rock Hollow","1061.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Raven-Rock-Hollow/39.664/-77.535/3","12","W",""
"70","State Hwy 491","1061.6","0.8","0.1","","1066","1056","1085","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/State-Hwy-491/39.664/-77.536/3","12","W",""
"71","Raven Rock","1062.4","0.3","0.8","","1656","1062","1656","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Raven-Rock/39.671/-77.532/3","12","W","X"
"72","Devil's Racecourse (old shelter)","1062.7","1.7","0.3","","1643","1637","1660","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Devils-Racecourse-old-sh/39.672/-77.524/3","12","W",""
"73","High Rock Road","1064.4","1.9","1.7","","1784","1643","1860","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/High-Rock-Road/39.695/-77.524/3","12","W","S"
"74","Grey Rock Rd","1066.3","0.2","1.9","","1437","1233","1784","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Grey-Rock-Rd/39.707/-77.517/3","12","W",""
"75","Washington","1066.5","1.0","0.0","","1354","1354","1440","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Washington/39.709/-77.517/3","12","W","X"
"76","Maryland","1066.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Maryland/39.709/-77.517/3","12","W",""
"77","Franklin","1066.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Franklin/39.720/-77.508/3","12","W",""
"78","Pennsylvania","1067.5","0.0","1.0","","1213","1213","1213","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pennsylvania/39.720/-77.508/3","12","W",""
"79","Cascade MD 21719","1067.5","","","","","","","39.720000 -77.480000","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Cascade-MD-21719/39.721/-77.507/3","12","W",""
"80","Pen Mar Road","1067.6","0.1","0.0","","1200","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pen-Mar-Road/39.721/-77.507/3","12","W",""
"81","Pen Mar Rd","1067.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pen-Mar-Rd/39.721/-77.507/3","12","W","R X"
"82","Stephy Ave","1067.7","0.4","0.1","","1213","1200","1220","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Stephy-Ave/39.722/-77.506/3","12","W","R X"
"83","Falls Creek","1068.1","0.5","0.4","","1043","1030","1227","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Falls-Creek/39.723/-77.501/3","12","W","X"
"84","Buena Vista Rd","1068.6","1.2","0.5","","1322","1026","1322","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Buena-Vista-Rd/39.725/-77.494/3","12","W",""
"85","Old Rte 16","1069.8","0.2","1.2","","1272","1272","1646","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Old-Rte-16/39.738/-77.490/3","12","W","X"
"86","Red Run","1070.0","0.1","0.2","","1187","1187","1272","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Red-Run/39.740/-77.490/3","12","W","X"
"87","PA 16","1070.1","0.0","0.1","","1167","1167","1187","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/PA-16/39.741/-77.490/3","12","W",""
"88","Buchanan Trl E","1070.1","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Buchanan-Trl-E/39.741/-77.490/3","12","W","X"
"89","Mentzer Gap Rd","1070.2","0.1","0.1","","1220","1171","1220","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Mentzer-Gap-Rd/39.744/-77.489/3","12","W","X"
"90","Mentzer Gap Road","1070.3","0.3","0.1","","1210","1210","1220","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Mentzer-Gap-Road/39.744/-77.489/3","12","W","X"
"91","Rattlesnake Run Rd","1070.6","0.2","0.3","","1354","1210","1354","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rattlesnake-Run-Rd/39.748/-77.490/3","12","W",""
"92","Woodring Ln","1070.8","1.3","0.2","","1338","1338","1374","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Woodring-Ln/39.750/-77.492/3","12","W","X"
"93","Deer Lick","1072.1","0.1","1.3","","1404","1240","1423","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Deer-Lick/39.766/-77.485/3","12","W","X"
"94","Deer Lick Run","1072.2","0.3","0.1","","1404","1404","1404","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Deer-Lick-Run/39.766/-77.485/3","12","W","S"
"95","Rattlesnake Run Road (Pipeline)","1072.5","1.9","0.3","","1496","1404","1496","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rattlesnake-Run-Road-Pip/39.769/-77.479/3","12","W",""
"96","Antietam","1072.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Antietam/39.794/-77.483/3","12","W",""
"97","East Branch Antietam Creek","1072.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/East-Branch-Antietam-Cre/39.793/-77.483/3","12","W",""
"98","Antietam Cove","1074.4","0.0","1.9","","882","882","1519","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Antietam-Cove/39.793/-77.483/3","12","W",""
"99","Appalachian Trl","1074.5","0.3","0.1","","892","885","892","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/39.795/-77.483/3","12","W","S"
"100","Rattlesnake Run Rd","1074.8","0.1","0.3","","928","892","928","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rattlesnake-Run-Rd/39.797/-77.480/3","12","W","X"
"101","Rattlesnake Run Road","1074.9","0.4","0.1","","928","927","928","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rattlesnake-Run-Road/39.797/-77.480/3","12","W","X"
"102","Old Forge Rd","1074.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Old-Forge-Rd/39.802/-77.477/3","12","W",""
"103","Appalachian Trl","1075.3","0.0","0.0","","1000","990","994","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/39.802/-77.477/3","12","W",""
"104","Tumbling Run","1075.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Tumbling-Run/39.802/-77.477/3","12","W","X"
"105","Tumbling Run","1075.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Tumbling-Run/39.805/-77.478/3","12","W","X"
"106","Tumbling Run Road (Old Forge Road)","1075.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Tumbling-Run-Road-Old-Fo/39.805/-77.480/3","12","W","X"
"107","Appalachian Trl","1075.5","0.0","0.0","","1069","1069","1069","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/39.804/-77.478/3","12","W","X"
"108","Appalachian Trl","1075.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/39.805/-77.478/3","12","W","S X"
"109","Snowy Mountain","1078.7","0.7","3.2","","2030","1089","2030","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Snowy-Mountain/39.835/-77.494/3","12","W","S X"
"110","Snowy Mountain Road","1078.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Snowy-Mountain-Road/39.838/-77.504/3","12","W",""
"111","Stoney Mtn Rd","1079.4","0.6","0.0","","1696","1696","2030","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Stoney-Mtn-Rd/39.838/-77.504/3","12","W",""
"112","South Mountain PA 17261","1080.0","0.1","0.0","","1551","1551","1551","39.850000 -77.480000","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/South-Mountain-PA-17261/39.846/-77.506/3","12","W","X"
"113","Coral Ridge Rd","1080.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Coral-Ridge-Rd/39.846/-77.506/3","12","W","R X"
"114","Rocky Mountain Creek","1080.1","0.3","0.1","","1548","1548","1551","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rocky-Mountain-Creek/39.846/-77.506/3","12","W","R X"
"115","PA 233","1080.1","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/PA-233/39.850/-77.509/3","12","W",""
"116","State Rte 233","1080.4","0.0","0.3","","1594","1594","1594","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/State-Rte-233/39.850/-77.509/3","12","W",""
"117","Rocky Mountain","1081.4","0.3","1.0","","1781","1594","1781","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rocky-Mountain/39.861/-77.507/3","12","W","X"
"118","Pivot Rock","1081.7","0.4","0.3","","1748","1745","1781","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pivot-Rock/39.864/-77.504/3","12","W",""
"119","Rocky Mountain","1082.1","3.0","0.4","","1666","1666","1761","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rocky-Mountain/39.869/-77.501/3","12","W",""
"120","Fayetteville PA 17222","1082.1","","","","","","","39.920000 -77.550000","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Fayetteville-PA-17222/39.906/-77.490/3","12","W","S"
"121","Lincoln Way E","1085.1","0.0","3.0","","938","938","1666","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lincoln-Way-E/39.906/-77.490/3","12","W","S"
"122","Conococheague Creek","1085.3","0.2","0.2","","912","902","935","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Conococheague-Creek/39.907/-77.486/3","12","W","R X"
"123","US 30 (Caledonia State Park)","1085.5","0.1","0.2","","915","908","928","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/US-30-Caledonia-State-Pa/39.907/-77.478/3","12","W",""
"124","Caledonia State Park","1085.6","1.1","0.1","","915","915","915","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Caledonia-State-Park/39.909/-77.484/3","12","W",""
"125","Locust Gap Rd","1086.7","0.3","1.1","","1354","912","1384","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Locust-Gap-Rd/39.922/-77.485/3","12","W",""
"126","Appalachian Trl","1087.0","0.6","0.3","","1302","1302","1355","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/39.925/-77.483/3","12","W","X"
"127","Quarry Gap","1087.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Quarry-Gap/39.932/-77.487/3","12","W","X"
"128","Spring","1087.6","1.3","0.0","","1469","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Spring/39.932/-77.486/3","12","W","X"
"129","State Forest Rd","1087.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/State-Forest-Rd/39.946/-77.490/3","12","W","S"
"130","Franklin","1088.9","0.1","0.0","","1978","1978","1978","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Franklin/39.946/-77.490/3","12","W","S"
"131","Stillhouse Hollow Rd","1089.0","1.3","0.1","","1981","1978","1984","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Stillhouse-Hollow-Rd/39.947/-77.491/3","12","W","X"
"132","Big Pine Flat Ridge","1090.3","1.0","1.3","","2007","1843","2005","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Big-Pine-Flat-Ridge/39.961/-77.481/3","12","W","X"
"133","Middle Ridge Rd","1091.3","0.7","1.0","","2034","1935","2034","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Middle-Ridge-Rd/39.973/-77.471/3","12","W",""
"134","Cumberland","1092.0","0.1","0.7","","1948","1932","2076","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Cumberland/39.976/-77.461/3","12","W","X"
"135","Means Hollow Rd","1092.1","0.4","0.1","","1958","1945","1958","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Means-Hollow-Rd/39.976/-77.459/3","12","W",""
"136","Milesburn Cabin","1092.1","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Milesburn-Cabin/39.978/-77.453/3","12","W","X"
"137","Milesburn Rd","1092.1","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Milesburn-Rd/39.977/-77.452/3","12","W","X"
"138","Burd Run","1092.5","0.4","0.0","","1669","1683","1688","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Burd-Run/39.977/-77.452/3","12","W","X"
"139","Ridge Rd","1092.9","1.4","0.4","","1906","1669","1906","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Ridge-Rd/39.973/-77.450/3","12","W","S X"
"140","Forest Rd","1094.3","0.6","1.4","","1916","1879","1925","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Forest-Rd/39.983/-77.429/3","12","W","X"
"141","Birch Run","1094.9","0.1","0.6","","1801","1801","1948","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Birch-Run/39.985/-77.420/3","12","W","X"
"142","Birch Run","1095.0","1.1","0.1","","1781","1781","1801","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Birch-Run/39.985/-77.418/3","12","W","S"
"143","Reese Rd","1096.1","0.2","1.1","","2011","1781","2011","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Reese-Rd/39.996/-77.407/3","12","W",""
"144","Shippensburg-Arendtsville Road (Big Flat)","1096.1","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Shippensburg-Arendtsvill/39.998/-77.405/3","12","W","X"
"145","Shippensburg Rd","1096.3","1.0","0.0","","2034","2011","2034","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Shippensburg-Rd/39.998/-77.405/3","12","W","X"
"146","Dead Woman's Hollow","1097.3","0.1","0.0","","1968","1961","1968","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Dead-Womans-Hollow/40.008/-77.395/3","12","W","X"
"147","Appalachian Trl","1097.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/40.008/-77.395/3","12","W","X"
"148","Forest Rd","1097.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Forest-Rd/40.008/-77.395/3","12","W","X"
"149","Appalachian Trl","1097.4","0.4","0.1","","1991","1968","1991","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/40.009/-77.393/3","12","W","X"
"150","Appalachian Trl","1097.8","0.9","0.4","","1998","1991","2014","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/40.011/-77.387/3","12","W","X"
"151","Forest Rd","1098.7","0.5","0.9","","1870","1817","1997","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Forest-Rd/40.019/-77.381/3","12","W",""
"152","Appalachian Trl","1099.2","0.8","0.5","","1840","1837","1870","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trl/40.022/-77.374/3","12","W","X"
"153","Woodrow Rd","1100.0","0.5","0.8","","1794","1729","1843","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Woodrow-Rd/40.029/-77.366/3","12","W","X"
"154","Toms Run","1100.5","0.6","0.5","","1541","1541","1794","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Toms-Run/40.028/-77.360/3","12","W","X"
"155","Tom's Run","1101.1","1.1","0.6","","1295","1295","1541","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Toms-Run/40.034/-77.357/3","12","W",""
"156","Michaux Rd","1102.2","0.2","1.1","","1328","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Michaux-Rd/40.041/-77.342/3","12","W","S"
"157","Old Shippensburg Road","1102.4","0.6","0.2","","1322","1305","1354","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Old-Shippensburg-Road/40.037/-77.339/3","12","W","X"
"158","Bunkerhill Rd","1103.0","0.2","0.6","","1122","1122","1348","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bunkerhill-Rd/40.038/-77.329/3","12","W",""
